Checkee_CaseId,VisaType,ApplicationDate,ClearanceDate,Consulate,Major,ApplicationStatus
96800,F1,2013-03-13,2013-04-15,BeiJing,polymer,Clear
88545,F1,2013-02-19,2013-03-28,GuangZhou,cs,Clear
90247,F1,2013-03-13,2013-04-09,BeiJing,cad,Clear
87329,J1,2013-02-28,2013-04-16,ChengDu,cs,Clear
128975,B1,2013-05-22,2013-06-28,ShangHai,EE,Clear
117025,F1,2013-05-31,2013-07-29,ShangHai,Biology,Clear
59366,F1,2012-11-05,2012-11-27,ShangHai,Biology,Clear
51960,H1,2012-09-25,2012-10-11,BeiJing,EE,Clear
54524,J1,2012-09-25,,BeiJing,polymer,Pending
51783,F1,2012-09-26,2012-10-15,BeiJing,Chemistry,Clear
40905,J1,2012-08-06,,BeiJing,Mechanical Engineering,Pending
132055,F1,2013-06-28,2013-07-17,BeiJing,EE,Clear
115852,F1,2013-05-06,2013-05-31,ShangHai,CS/CE,Clear
164101,H1,2013-07-09,2013-08-30,BeiJing,CS,Clear
121972,J1,2013-05-21,2013-07-03,ShangHai,radation medicine,Clear
114764,F1,2013-05-06,2013-05-31,ShangHai,Polymer Science,Clear
272265,B1,2013-12-26,,ChengDu,,Pending
124516,F1,2013-05-21,2013-06-24,ShangHai,Biomedical Sciences,Clear
273183,F1,2013-12-23,2014-01-08,GuangZhou,EE,Clear
268535,F1,2014-01-02,2014-01-14,BeiJing,Computer Science,Clear
207126,J1,2013-07-26,,BeiJing,,Pending
34546,F1,2012-06-12,2012-06-28,GuangZhou,CS,Clear
262426,F1,2013-12-17,2014-01-06,ShangHai,Chemical engineering,Clear
147420,F1,2013-06-14,2013-08-01,BeiJing,Food Science,Clear
109826,J1,2013-04-22,2013-05-18,GuangZhou,pharmacology,Clear
199552,F1,2013-09-30,2013-10-04,ShangHai,ME,Clear
127674,F1,2013-05-30,2013-07-01,ShangHai,Biomedicine,Clear
51047,F1,2012-09-09,2012-09-24,BeiJing,Chemical Engineering,Clear
42564,F1,2012-08-06,2012-08-23,BeiJing,CS,Clear
33240,F1,2012-05-29,2012-09-21,BeiJing,EECS,Clear
49431,F1,2012-08-17,2012-09-12,GuangZhou,Microbiology,Clear
33089,F1,2012-05-31,2012-06-18,ChengDu,Applied Math,Clear
44214,J1,2012-08-20,,ShenYang,chemistry,Pending
106650,F1,2013-05-06,2013-05-30,BeiJing,Statistics,Clear
151247,J1,2013-06-28,2013-08-16,BeiJing,Molecular Biology,Clear
168339,J1,2013-08-05,2013-08-27,ShangHai,EE,Clear
132142,F1,2013-06-28,2013-08-16,BeiJing,ME,Clear
149519,F1,2013-06-18,2013-08-19,ShangHai,Chemical Enginneering,Clear
156954,F1,2013-07-05,,BeiJing,EE,Pending
147935,F1,2013-05-31,2013-08-16,GuangZhou,Aerospace Engineering,Clear
148771,F1,2013-06-18,2013-08-20,ShangHai,Chemical Engineering,Clear
147691,F1,2013-06-14,2013-08-07,BeiJing,Material Science and Engi,Clear
127970,J1,2013-05-30,2013-07-05,BeiJing,bio,Clear
123937,F1,2013-05-21,2013-06-19,BeiJing,biology,Clear
142979,J1,2013-06-24,2013-08-15,ShangHai,neuroscience,Clear
122303,F1,2013-05-22,2013-06-20,BeiJing,MSE,Clear
33479,J2,2012-05-29,2012-06-15,BeiJing,Mechanial,Clear
35052,F1,2012-06-12,2012-06-29,BeiJing,Physics,Clear
33045,F1,2012-05-29,2012-06-18,GuangZhou,Architecture,Clear
151404,F1,2013-06-28,2013-08-24,ShangHai,EE,Clear
32988,H1,2012-05-29,,BeiJing,chemistry,Pending
34813,F1,2012-05-31,2012-07-11,BeiJing,Chemistry,Clear
32658,F1,2012-05-31,2012-06-15,BeiJing,Biochemistry and Molecula,Clear
33519,F1,2012-05-31,2012-06-16,GuangZhou,Computer Science,Clear
160088,F1,2013-07-02,2013-08-20,BeiJing,Chemical engineering,Clear
35382,F1,2012-06-19,2012-07-19,BeiJing,epidemiology,Clear
36148,F1,2012-06-20,2012-08-01,BeiJing,EE,Clear
249480,F1,2013-12-11,2013-12-13,ShangHai,Computer Science,Clear
72359,H1,2012-12-17,2013-01-10,BeiJing,Bio,Clear
118949,J1,2013-05-13,2013-06-14,GuangZhou,Pharmocology,Clear
136645,J1,2013-06-13,2013-08-06,GuangZhou,Physiology,Clear
102672,H1,2013-04-05,2013-05-07,ShangHai,Biology,Clear
268578,F1,2014-01-02,2014-01-17,BeiJing,Aerospace Engineering,Clear
181816,B1,2013-09-13,,BeiJing,Medical,Pending
73822,F1,2013-01-14,2013-01-31,ShangHai,ME,Clear
79227,F1,2013-01-14,2013-02-15,BeiJing,ECE,Clear
272146,H1,2013-12-17,2014-01-07,BeiJing,,Clear
119454,F1,2013-06-07,2013-08-01,ShangHai,CS,Clear
75657,F1,2013-01-14,2013-01-23,ShangHai,Chemical Engineering,Clear
69495,F1,2012-11-30,2012-12-31,ShangHai,ECE,Clear
146469,F1,2013-06-19,2013-08-09,BeiJing,CE,Clear
99339,F1,2013-04-05,2013-04-29,BeiJing,Environmental Studies,Clear
101386,F1,2013-04-05,2013-04-30,BeiJing,Statistics,Clear
158713,F1,2013-07-08,,BeiJing,,Pending
101831,J1,2013-04-08,2013-05-03,ShangHai,Immunology,Clear
135468,F1,2013-06-06,,ShangHai,ME,Pending
137880,F1,2013-06-06,2013-08-12,ShangHai,biostat,Clear
74054,F1,2013-01-14,2013-01-31,BeiJing,civil engineering,Clear
157772,F1,2013-07-05,2013-08-14,BeiJing,,Clear
178294,H1,2013-07-26,2013-09-19,Ottawa,Biomedical Engineering,Clear
133293,F1,2013-06-06,2013-08-01,ShangHai,EE,Clear
207110,B1,2013-08-29,2013-10-28,ShangHai,EE,Clear
192401,H1,2013-08-06,2013-10-24,BeiJing,Material Science,Clear
137856,F1,2013-06-06,2013-08-15,HongKong,CS,Clear
67971,B1,2012-11-30,2012-12-31,ShangHai,Horticulture,Clear
90203,J1,2013-02-21,2013-03-26,ShangHai,Biomedical Engineering,Clear
36216,F1,2012-06-13,,BeiJing,ME,Pending
35318,F1,2012-06-19,2012-07-20,BeiJing,ME,Clear
36104,F1,2012-06-20,,BeiJing,,Pending
156187,H1,2013-07-09,2013-09-04,ShangHai,Biomedical Informatics,Clear
169033,J1,2013-08-28,2013-10-07,ShangHai,EE,Clear
132409,F1,2013-06-07,2013-08-01,ShangHai,Biology,Clear
103889,J1,2013-04-05,2013-05-02,ShangHai,hematology,Clear
146520,J1,2013-07-26,2013-08-13,BeiJing,mathematical statistics,Clear
67226,F1,2012-11-30,2012-12-17,BeiJing,CS,Clear
49647,H1,2012-08-31,2012-09-17,BeiJing,Immunology,Clear
163632,F1,2013-08-05,,Europe,Chemical Engineering,Pending
272336,H4,2013-12-17,2014-01-07,BeiJing,,Clear
168365,B1,2013-08-05,2013-09-18,GuangZhou,EE,Clear
191539,H1,2013-08-06,2013-09-25,BeiJing,Chemical Engineering,Clear
33053,F1,2012-05-31,,BeiJing,ECE,Pending
33008,H1,2012-05-31,2012-06-21,BeiJing,Molecular Biology,Clear
36146,J1,2012-06-13,2012-07-12,BeiJing,neurology,Clear
35958,F1,2012-06-13,2012-07-08,BeiJing,Info. Sci.,Clear
33810,F1,2012-06-19,2012-07-13,BeiJing,Chemical Engineering,Clear
132226,F1,2013-06-07,2013-08-01,ShangHai,bio eng,Clear
161513,F1,2013-06-11,2013-08-23,ShangHai,Microbiology,Clear
73781,F1,2013-01-11,,GuangZhou,Information Systems,Pending
146648,F1,2013-06-19,2013-08-16,BeiJing,CS,Clear
67204,H1,2012-12-14,2013-01-08,HongKong,Biology,Clear
131707,J1,2013-06-11,2013-08-09,GuangZhou,chemistry,Clear
105449,F1,2013-04-05,2013-05-06,ShangHai,ECE,Clear
119348,F1,2013-06-07,2013-08-20,BeiJing,ME,Clear
105659,L1,2013-04-08,2013-05-14,ShangHai,,Clear
92836,B1,2013-02-26,2013-03-27,ShangHai,BioChemical,Clear
32722,F1,2012-05-31,2012-07-10,GuangZhou,,Clear
164288,F1,2013-06-19,2013-08-20,Europe,Computer Science,Clear
161075,H1,2013-05-13,2013-08-22,ShangHai,Biology,Clear
135390,F1,2013-06-11,2013-07-30,BeiJing,Biological Science,Clear
36633,F1,2012-06-13,,BeiJing,Mechanical Engineering,Pending
35507,F1,2012-06-19,2012-07-03,ShangHai,Electrical Engineering,Clear
37126,F1,2012-06-20,,BeiJing,Electrical Engineering,Pending
182140,H1,2013-09-13,2013-10-27,ShangHai,chemistry,Clear
166240,B1,2013-08-05,2013-09-27,BeiJing,EE,Clear
34548,J1,2012-06-08,2012-06-28,ShangHai,Medicine,Clear
262553,F1,2013-12-19,2013-12-27,BeiJing,CS,Clear
33401,F1,2012-06-08,2012-06-27,ShangHai,EE,Clear
33123,F1,2012-06-08,2012-06-28,BeiJing,Biostatistics,Clear
33111,F1,2012-06-08,,BeiJing,Chemical Engineering,Pending
36774,F1,2012-06-11,2012-07-20,BeiJing,Biology,Clear
152677,B1,2012-06-21,,BeiJing,Telecommunications,Pending
71512,F1,2012-12-20,2013-01-11,GuangZhou,Computer Science,Clear
210584,B1,2013-10-10,2013-11-06,BeiJing,Vehicle Dynamic,Clear
73192,F1,2012-12-28,2013-01-24,GuangZhou,EE,Clear
189425,J1,2013-09-17,2013-10-23,BeiJing,Mechanical Engineering,Clear
72405,F1,2012-12-28,2013-01-08,GuangZhou,Applied Physics,Clear
207137,B1,2013-10-16,2013-11-07,BeiJing,mechanical engineering,Clear
207154,B1,2013-09-12,2013-10-18,ChengDu,ME,Clear
149262,F1,2013-07-31,2013-08-01,BeiJing,Industrial Engineering,Clear
189278,B2,2013-09-13,2013-09-25,BeiJing,International Trade,Clear
70730,F1,2012-12-17,2013-01-01,BeiJing,Bioinformatics,Clear
71435,H1,2012-12-20,2013-01-09,HongKong,biotechnology,Clear
35953,B1,2012-06-13,2012-07-13,BeiJing,CS,Clear
72858,F1,2012-12-28,,BeiJing,ME,Pending
35730,H1,2012-06-20,,ShangHai,Biology,Pending
37620,F1,2012-06-14,2012-08-08,BeiJing,EE,Clear
35521,B1,2012-06-20,2012-07-11,ShenYang,materials science,Clear
72173,F1,2012-12-28,,ShangHai,EE,Pending
72174,F1,2012-12-28,2013-01-18,ShangHai,EE,Clear
37103,F1,2012-06-14,2012-07-24,BeiJing,Physics,Clear
37823,F1,2012-06-21,2012-08-09,BeiJing,Material science,Clear
72087,F1,2012-12-28,2013-01-10,BeiJing,Physics,Clear
64495,J1,2012-11-06,2012-11-30,ChengDu,Immunology,Clear
60514,J1,2012-10-17,2012-11-13,ShangHai,Microbiology,Clear
54007,H1,2012-10-17,2012-11-07,ShangHai,EE,Clear
34177,F1,2012-06-08,2012-06-29,BeiJing,EE,Clear
33072,J1,2012-06-08,,BeiJing,Electronic Engineering,Pending
35932,F1,2012-06-13,2012-07-20,GuangZhou,Chemistry,Clear
36007,F1,2012-06-20,2012-07-20,BeiJing,EE,Clear
34980,F1,2012-06-20,,BeiJing,,Pending
96112,J1,2013-03-26,2013-05-07,ShangHai,EECS,Clear
147698,J1,2013-06-20,2013-08-20,ShangHai,Physics,Clear
184908,H1,2013-09-13,2013-11-01,ShenYang,Material Science,Clear
124091,J1,2013-05-28,,BeiJing,,Pending
154400,F1,2013-07-09,2013-08-14,Ottawa,Physics,Clear
161006,F1,2013-07-26,2013-08-15,BeiJing,CS,Clear
35945,F1,2012-06-08,2012-07-15,BeiJing,Materials Science,Clear
35520,F1,2012-06-08,2012-07-18,BeiJing,Mechanical Engineering,Clear
33538,F1,2012-06-08,,BeiJing,,Pending
33430,F1,2012-06-11,2012-07-20,Toronto,Mathematics,Clear
33452,F1,2012-06-11,2012-07-17,BeiJing,Nanotechnology,Clear
34472,B1,2012-06-13,2012-07-18,GuangZhou,,Clear
33483,F1,2012-06-13,,BeiJing,ME,Pending
35962,F1,2012-06-20,2012-07-14,GuangZhou,EE,Clear
71589,F1,2012-12-20,2013-01-07,BeiJing,Computational biology,Clear
54245,B2,2012-10-16,2012-11-09,BeiJing,computer science,Clear
158838,F1,2013-07-08,2013-08-23,ChengDu,Security Informatics,Clear
123042,B1,2013-05-29,2013-06-28,BeiJing,,Clear
159369,F1,2013-06-24,2013-08-20,ShangHai,CS,Clear
154685,J1,2013-07-09,2013-08-16,ShangHai,Chem Eng,Clear
122849,F1,2013-05-29,2013-07-05,GuangZhou,ECE,Clear
35963,F1,2012-06-20,2012-07-14,GuangZhou,EE,Clear
33943,F1,2012-06-20,2012-07-09,ShangHai,Biology,Clear
34855,F1,2012-06-08,,BeiJing,Biology,Pending
33141,F1,2012-06-08,,BeiJing,Environmental Sci. & Eng.,Pending
42441,F1,2012-06-21,,BeiJing,ME,Pending
130989,F1,2013-05-29,,GuangZhou,Information Science,Pending
149283,F1,2013-07-31,2013-08-19,BeiJing,Computer Science,Clear
106649,B1,2013-05-06,2013-06-05,GuangZhou,optical engineering,Clear
107202,F1,2013-05-09,2013-06-05,ShangHai,Pharmaceutical Sciences,Clear
117623,J1,2013-05-10,2013-06-06,BeiJing,Material Science,Clear
165676,B1,2013-07-26,2013-09-11,Europe,Chemical Engineering,Clear
122467,J1,2013-05-23,2013-06-28,ShangHai,chemistry,Clear
127296,F1,2013-06-25,2013-08-16,ShangHai,CE,Clear
118955,J2,2013-06-04,2013-07-24,GuangZhou,EEE,Clear
118749,F1,2013-05-22,2013-07-10,GuangZhou,Computer Engineering,Clear
159190,J1,2013-06-25,2013-08-20,BeiJing,Chemistry,Clear
155347,F1,2013-06-26,2013-08-14,BeiJing,ECE,Clear
100810,J1,2013-03-22,2013-04-30,Europe,Chemistry,Clear
99155,J1,2013-03-25,,BeiJing,Chemistry,Pending
128181,F1,2013-06-04,2013-07-11,BeiJing,EE,Clear
154724,F1,2013-06-26,2013-09-25,BeiJing,Industrial Engineering,Clear
128080,J1,2013-06-04,2013-08-19,GuangZhou,Biology,Clear
181345,L1,2013-07-19,2013-09-18,BeiJing,Software,Clear
105268,H1,2013-03-27,2013-04-30,ChengDu,physics,Clear
92898,B1,2013-03-28,2013-04-26,BeiJing,CS,Clear
149574,F1,2013-07-08,2013-08-21,ShangHai,Chem,Clear
70556,F1,2012-12-17,2013-01-07,ShangHai,plant biology,Clear
68060,H1,2012-12-17,2013-01-04,ShangHai,CE,Clear
163933,J1,2013-08-01,2013-08-21,GuangZhou,CS,Clear
152900,J1,2013-06-24,2013-08-20,ShangHai,Chemistry,Clear
156566,F1,2013-07-23,2013-08-16,ShangHai,CS,Clear
204835,F1,2013-09-17,2013-10-24,Others,Materials Sci. and Eng.,Clear
234945,J2,2013-10-25,2013-11-20,ChengDu,,Clear
147528,H1,2013-07-11,2013-08-16,BeiJing,CS,Clear
158691,B1,2013-07-29,2013-09-18,ShenYang,Computer Science,Clear
207167,F1,2013-09-10,2013-10-18,BeiJing,EE,Clear
142601,F1,2013-07-19,2013-08-20,ShangHai,Physics,Clear
161735,L2,2013-07-26,2013-09-17,BeiJing,Mechanical Engineering,Clear
153901,F1,2013-07-03,2013-08-22,ShangHai,Meteorology,Clear
239034,H1,2013-11-12,2013-11-26,ShangHai,Marine Engineering,Clear
273225,J1,2013-12-27,2014-01-16,BeiJing,Basic Medical Sci,Clear
273231,F1,2013-12-31,2014-01-10,ShangHai,Biophysics,Clear
268823,F1,2014-01-02,2014-01-14,ShangHai,Applied Math,Clear
204677,J1,2013-09-18,2013-10-25,BeiJing,Chemistry,Clear
222768,J1,2013-09-25,2013-11-05,BeiJing,RE,Clear
71834,F1,2012-12-28,2013-01-10,BeiJing,Physics,Clear
71391,F1,2012-12-28,2013-01-17,ShangHai,ECE,Clear
201630,J1,2013-09-13,2013-10-23,BeiJing,Analytical Chemistry,Clear
144486,F1,2013-07-22,2013-08-28,BeiJing,system engineering,Clear
234956,B1,2013-11-12,,BeiJing,,Pending
273214,F1,2013-12-27,2014-01-15,BeiJing,Chemistry,Clear
143705,F1,2013-06-24,2013-08-23,GuangZhou,Entrepreneurial Biotech,Clear
165289,F1,2013-07-23,2013-08-22,BeiJing,ME,Clear
73341,J1,2012-12-31,2013-02-04,BeiJing,CS,Clear
159191,J1,2013-07-26,2013-08-15,BeiJing,bio-medical science,Clear
159913,H1,2013-07-23,2013-09-11,BeiJing,Materials science,Clear
152747,H1,2013-07-03,2013-08-30,ShenYang,Computer Science,Clear
161048,F1,2013-06-25,2013-08-20,GuangZhou,Molecular biology,Clear
97135,B1,2013-03-15,2013-04-15,BeiJing,,Clear
149601,F1,2013-07-08,2013-08-26,BeiJing,Physics,Clear
62049,B1,2012-11-06,2012-12-19,Others,Electronics,Clear
159980,J1,2013-07-31,2013-08-19,BeiJing,biomechanics,Clear
96529,J1,2013-04-05,2013-05-03,BeiJing,biology,Clear
160799,J1,2013-07-31,2013-08-19,BeiJing,,Clear
96114,B1,2013-03-15,2013-04-16,BeiJing,CS,Clear
101659,F1,2013-04-05,2013-05-03,BeiJing,ME,Clear
159398,F1,2013-06-25,2013-08-12,BeiJing,CS,Clear
134178,L1,2013-07-11,2013-09-12,ShangHai,,Clear
217607,F1,2013-10-18,2013-11-13,ShangHai,EE,Clear
95660,H1,2013-03-15,2013-04-16,BeiJing,Physics,Clear
150260,B1,2013-07-19,2013-09-10,BeiJing,Metal materials,Clear
92916,B1,2013-03-28,2013-11-05,BeiJing,,Clear
122055,F1,2013-05-09,2013-06-17,ShangHai,CS,Clear
94072,B2,2013-03-28,2013-04-05,ShangHai,IT,Clear
246648,F1,2013-11-29,2013-12-26,GuangZhou,Medical Biotech,Clear
69826,F1,2012-12-18,,ShangHai,ECE,Pending
57516,B2,2012-10-31,2012-12-04,BeiJing,Solid Mechanics,Clear
262684,F1,2013-12-26,,GuangZhou,Astronautical engineering,Pending
141785,J1,2013-07-23,2013-08-21,GuangZhou,Chemistry,Clear
37809,F1,2012-06-25,2012-08-02,ChengDu,Physics,Clear
158460,F1,2013-06-27,2013-08-12,BeiJing,cheme,Clear
113824,J1,2013-05-23,2013-07-04,GuangZhou,chemistry,Clear
246649,F1,2013-11-29,2013-12-26,GuangZhou,Medical Biotech,Clear
149259,F1,2013-06-24,,ShangHai,physics,Pending
83609,F1,2013-02-05,2013-03-06,ShangHai,toxicology,Clear
143960,L1,2013-07-17,2013-09-09,BeiJing,EE,Clear
157615,F1,2013-06-27,,BeiJing,Materials Engineering,Pending
141698,H1,2013-07-23,2013-09-16,BeiJing,Neurosciences,Clear
161601,F1,2013-07-26,2013-08-20,ShenYang,Chemistry,Clear
167662,B1,2013-06-20,2013-09-04,Others,,Clear
179153,B1,2013-08-19,,BeiJing,,Pending
268869,F1,2013-12-17,,BeiJing,Information,Pending
112471,F1,2013-05-23,2013-08-05,BeiJing,Mechanical Engineering,Clear
159059,F1,2013-06-29,,BeiJing,,Pending
89040,J1,2013-02-01,2013-03-14,BeiJing,Inorganic Chemistry,Clear
211978,H1,2013-09-13,2013-10-23,ShangHai,ME,Clear
127671,J1,2013-05-22,2013-07-01,ShangHai,Polymer,Clear
167934,J1,2013-08-15,,BeiJing,Biochemistry,Pending
133834,F1,2013-05-23,2013-07-25,ShangHai,CS,Clear
158337,F1,2013-06-27,2013-08-19,BeiJing,Physics,Clear
34034,F1,2012-06-21,,BeiJing,EE,Pending
37455,F1,2012-06-25,2012-07-31,ChengDu,EE,Clear
36707,F1,2012-06-26,2012-07-20,BeiJing,Biomedical Engineering,Clear
141672,F1,2013-07-23,,BeiJing,CS,Pending
161506,F1,2013-08-15,2013-09-05,BeiJing,Statistics,Clear
174840,F1,2013-08-19,2013-09-05,BeiJing,Materials Science,Clear
112522,F1,2013-05-23,2013-06-19,BeiJing,EE,Clear
73044,F1,2012-12-19,2013-01-11,ShangHai,Bioinformatics,Clear
147060,F1,2013-06-06,2013-08-07,ShangHai,CS,Clear
150395,F1,2013-07-15,2013-08-21,ShangHai,Physics,Clear
62250,F1,2012-10-31,2012-11-15,BeiJing,Mechanical Engineering,Clear
150865,F1,2013-07-29,,ShangHai,Biochemistry and Cell Bio,Pending
242660,J1,2013-11-21,2013-12-04,ShangHai,Environmental Science and,Clear
148776,F1,2013-06-20,2013-08-20,Europe,EE,Clear
148322,F1,2013-06-20,2013-08-14,ShangHai,ME,Clear
94027,B1,2013-03-28,2013-05-09,BeiJing,Electro,Clear
148647,F1,2013-06-24,2013-08-14,ShangHai,CS,Clear
128736,F1,2013-06-28,2013-08-14,BeiJing,Statistics,Clear
148321,F1,2013-06-24,2013-08-20,ShangHai,Biomedical Engineering,Clear
148448,J1,2013-06-20,2013-08-16,BeiJing,immunology,Clear
102269,L1,2013-04-17,,BeiJing,Econonmics,Pending
84810,H1,2013-02-05,2013-02-26,BeiJing,EE,Clear
146781,B1,2013-06-20,2013-08-19,BeiJing,,Clear
137425,F1,2013-06-24,2013-08-20,Ottawa,EE,Clear
235004,J1,2013-09-06,2013-11-19,ChengDu,Control theory,Clear
159280,F1,2013-06-24,2013-08-12,ShangHai,Chemistry,Clear
207258,H1,2013-09-30,,ShangHai,computer science,Pending
61648,H1,2012-10-31,2012-11-20,ShangHai,Computer Engineering,Clear
61419,F1,2012-10-31,,BeiJing,mechatronics,Pending
42982,F2,2012-08-09,2012-08-29,ChengDu,materials science and eng,Clear
115181,J1,2013-04-17,2013-06-25,ShangHai,mechanics,Clear
136053,F1,2013-07-16,,GuangZhou,MS ACCOUNTING,Pending
141169,H1,2013-07-16,2013-09-06,BeiJing,CS,Clear
33929,F1,2012-06-21,2012-07-18,ShangHai,Electrical Engineering,Clear
37422,J1,2012-06-25,2012-07-26,BeiJing,Underwater signal process,Clear
35749,F1,2012-06-25,2012-07-10,Others,MBA,Clear
128055,F1,2013-05-22,2013-06-26,BeiJing,CS,Clear
211984,H4,2013-07-02,2013-10-24,BeiJing,CS,Clear
36603,F1,2012-06-26,2012-07-17,BeiJing,CS,Clear
36474,J1,2012-06-26,2012-07-17,BeiJing,Biology,Clear
36466,J1,2012-06-26,2012-07-17,BeiJing,materials,Clear
180426,L1,2013-08-12,2013-10-23,ShangHai,EE,Clear
156535,F1,2013-06-20,2013-08-19,BeiJing,ME,Clear
149977,F1,2013-07-08,2013-08-16,ShangHai,CS,Clear
117503,B1,2013-05-10,2013-06-04,BeiJing,ĐĹĎ˘š¤łĚ,Clear
131344,F1,2013-06-06,2013-07-10,BeiJing,Human Computer Interactio,Clear
43829,B1,2012-08-17,2012-09-12,GuangZhou,Automation,Clear
41465,F1,2012-07-19,2012-08-13,ChengDu,Information Technology,Clear
160089,F1,2013-07-09,,BeiJing,CS,Pending
223728,F1,2013-10-21,2013-11-13,Europe,Physics,Clear
36128,F1,2012-06-11,2012-07-16,ChengDu,EE,Clear
274250,F1,2013-12-20,2014-01-24,BeiJing,accounting,Clear
262487,F1,2013-12-12,2013-12-26,GuangZhou,phy,Clear
147662,J1,2013-06-20,2013-08-13,ChengDu,EE,Clear
145659,F1,2013-06-20,2013-08-20,BeiJing,EE,Clear
254306,J1,2013-12-03,2013-12-23,ShangHai,pharmacy,Clear
148464,F1,2013-07-09,2013-08-14,BeiJing,Pathology and Microbiolog,Clear
234867,F1,2013-11-12,,ShangHai,Mechanical Engineering,Pending
160180,F1,2013-06-24,2013-08-14,ShangHai,Physics,Clear
108967,J1,2013-04-26,2013-05-22,BeiJing,CS,Clear
262936,F1,2013-12-13,2013-12-26,BeiJing,computer science,Clear
43717,F1,2012-08-17,,GuangZhou,Microbiology,Pending
36068,H1,2012-06-11,2012-07-11,BeiJing,CS,Clear
39128,F1,2012-07-20,2012-08-14,BeiJing,EE,Clear
268626,F1,2013-12-20,2014-01-07,ShangHai,ME,Clear
175095,H1,2013-08-12,2013-10-07,ShangHai,Physics,Clear
268910,H1,2013-12-13,2014-01-16,Toronto,Electrical Eng,Clear
134929,F1,2013-06-18,2013-08-19,BeiJing,Chemistry,Clear
68877,B2,2012-12-20,2013-01-11,ShangHai,Aeronautics and Astronaut,Clear
36008,F1,2012-06-11,2012-07-13,BeiJing,Materials Science Enginee,Clear
48172,B1,2012-09-10,2012-09-26,GuangZhou,Bio-pharmacy,Clear
268625,F1,2013-12-20,,BeiJing,,Pending
250922,F1,2013-12-13,,ShangHai,Computer Science,Pending
275193,F1,2013-12-20,2014-01-24,ShangHai,Chemistry,Clear
242724,H1,2013-11-29,,Mumbai,chemical engineering,Pending
222366,J1,2013-10-24,2013-11-18,ShangHai,Chemistry,Clear
35966,H1,2012-06-13,2012-07-07,ShangHai,Genetics,Clear
127450,F1,2013-06-25,2013-08-20,ShangHai,Physics,Clear
144778,F1,2013-04-29,,BeiJing,AE,Pending
133713,J2,2013-07-09,2013-08-20,ShangHai,Nanomechanics,Clear
141183,F1,2013-07-23,2013-08-19,HongKong,Physics,Clear
124880,F1,2013-05-23,,BeiJing,neuroscience,Pending
172649,H1,2013-08-12,2013-09-23,Europe,MSE,Clear
38500,F1,2012-06-14,,ShangHai,Flight Training,Pending
147646,H1,2013-06-20,,ShangHai,physics,Pending
160802,J1,2013-07-09,2013-08-22,BeiJing,Physics,Clear
117469,J1,2013-05-22,2013-06-24,ShangHai,biochem and mol med,Clear
159611,B2,2013-08-12,2013-08-14,ShenYang,,Clear
210570,L2,2013-09-27,2013-11-01,ShangHai,,Clear
131770,B1,2013-06-06,2013-09-11,BeiJing,,Clear
81320,H1,2013-02-04,2013-03-14,BeiJing,Biochem,Clear
133558,F1,2013-05-24,2013-07-02,ShangHai,Biochem,Clear
152625,J2,2013-06-06,2013-08-16,ShangHai,Chemistry,Clear
153102,J1,2013-07-09,2013-08-22,BeiJing,Industrial Engineering,Clear
131356,F1,2013-06-06,2013-08-02,ShangHai,Chemical Engineering,Clear
84565,J1,2013-02-04,2013-03-05,ShangHai,Biochem,Clear
126671,F1,2013-06-05,2013-07-09,BeiJing,EE,Clear
111556,J1,2013-04-26,2013-05-22,BeiJing,CS,Clear
129934,B1,2013-06-13,,BeiJing,CS,Pending
108145,J1,2013-04-29,,BeiJing,,Pending
114823,F1,2013-04-29,2013-06-06,ShangHai,ECE,Clear
131355,F1,2013-06-06,2013-08-02,ShangHai,Chemical Engineering,Clear
169571,H1,2013-08-02,,ShangHai,medical chemistry,Pending
82409,F1,2013-02-04,2013-02-27,GuangZhou,EE,Clear
98958,H1,2013-03-25,2013-04-26,ShangHai,Medicinal chemistry,Clear
181428,B1,2013-08-12,2013-09-25,ShangHai,,Clear
94592,B1,2013-03-28,2013-04-26,ShangHai,,Clear
150105,F1,2013-06-19,2013-08-20,ShenYang,ME,Clear
103433,F1,2013-04-29,2013-04-30,BeiJing,Computer Science,Clear
83867,H1,2013-02-04,2013-03-14,BeiJing,EE,Clear
85983,J1,2013-02-06,,BeiJing,Oceanographic,Pending
